,scan,macAddress,signalStrength,signalToNoiseRatio,location
3,11,84:d4:7e:ef:35:60,-72.0,0.0,S_G
4,11,84:d4:7e:ef:35:61,-71.0,0.0,S_G
5,11,84:d4:7e:ef:35:62,-71.0,0.0,S_G
6,11,84:d4:7e:e6:77:41,-82.0,0.0,S_G
7,11,84:d4:7e:e6:78:21,-77.0,0.0,S_G
8,11,6a:55:9a:c5:e8:17,-69.0,0.0,S_G
9,11,04:bd:88:27:4a:42,-78.0,0.0,S_G
10,11,a8:5e:45:dc:fd:80,-70.0,0.0,S_G
11,11,84:d4:7e:f2:f1:c0,-77.0,0.0,S_G
12,11,84:d4:7e:ef:35:42,-69.0,0.0,S_G
13,11,84:d4:7e:ef:35:40,-69.0,0.0,S_G
14,11,84:d4:7e:ef:35:41,-70.0,0.0,S_G
15,11,84:d4:7e:f3:09:42,-81.0,0.0,S_G
0,12,84:d4:7e:e6:76:c0,-78.0,0.0,S_G
1,12,84:d4:7e:e6:76:c1,-78.0,0.0,S_G
2,12,84:d4:7e:e6:74:01,-82.0,0.0,S_G
3,12,84:d4:7e:e6:24:c0,-60.0,0.0,S_G
4,12,84:d4:7e:e6:24:c1,-61.0,0.0,S_G
5,12,84:d4:7e:ef:35:61,-71.0,0.0,S_G
6,12,84:d4:7e:ef:35:62,-71.0,0.0,S_G
7,12,84:d4:7e:f2:fc:60,-79.0,0.0,S_G
8,12,04:bd:88:26:1d:22,-77.0,0.0,S_G
9,12,0a:3a:8d:ce:86:d7,-89.0,0.0,S_G
10,12,0a:f9:e0:4d:54:9e,-84.0,0.0,S_G
11,12,84:d4:7e:e6:24:c2,-61.0,0.0,S_G
12,12,04:bd:88:27:4a:41,-85.0,0.0,S_G
13,12,84:d4:7e:ef:35:40,-73.0,0.0,S_G
14,12,84:d4:7e:ef:35:41,-76.0,0.0,S_G
15,12,84:d4:7e:ef:35:42,-71.0,0.0,S_G
16,12,84:d4:7e:f2:f1:c2,-80.0,0.0,S_G
17,12,84:d4:7e:e6:f2:20,-84.0,0.0,S_G
0,13,84:d4:7e:e6:24:c0,-59.0,0.0,S_G
1,13,84:d4:7e:e6:24:c1,-59.0,0.0,S_G
2,13,84:d4:7e:ef:35:61,-72.0,0.0,S_G
3,13,84:d4:7e:ef:35:62,-72.0,0.0,S_G
4,13,84:d4:7e:e6:24:c2,-59.0,0.0,S_G
5,13,04:bd:88:26:1d:22,-76.0,0.0,S_G
6,13,84:d4:7e:e6:83:e0,-75.0,0.0,S_G
7,13,84:d4:7e:e6:83:e2,-75.0,0.0,S_G
8,13,84:d4:7e:e6:76:c0,-72.0,0.0,S_G
9,13,84:d4:7e:e6:76:c1,-71.0,0.0,S_G
10,13,84:d4:7e:e6:76:c2,-71.0,0.0,S_G
11,13,0a:3a:8d:ce:86:68,-82.0,0.0,S_G
12,13,04:bd:88:26:1d:21,-75.0,0.0,S_G
13,13,84:d4:7e:e6:83:e1,-75.0,0.0,S_G
14,13,6c:f3:7f:ef:71:40,-85.0,0.0,S_G
15,13,84:d4:7e:e6:78:21,-81.0,0.0,S_G
16,13,84:d4:7e:e6:78:22,-80.0,0.0,S_G
17,13,a8:5e:45:dc:fd:80,-74.0,0.0,S_G
18,13,84:d4:7e:ef:35:40,-67.0,0.0,S_G
19,13,84:d4:7e:ef:35:41,-66.0,0.0,S_G
20,13,84:d4:7e:ef:35:42,-66.0,0.0,S_G
21,13,84:d4:7e:e6:f2:21,-83.0,0.0,S_G
22,13,84:d4:7e:f3:09:40,-83.0,0.0,S_G
